value,timestamp,anomaly
0.3986113152025156,2021-07-01 00:00:00,False
0.30399613646493373,2021-07-01 00:10:00,False
0.28648345473785214,2021-07-01 00:20:00,False
0.31256038490243576,2021-07-01 00:30:00,False
0.35070937727888996,2021-07-01 00:40:00,False
0.3779056787655141,2021-07-01 00:50:00,False
0.49342224859449735,2021-07-01 01:00:00,False
0.478782439823468,2021-07-01 01:10:00,False
0.6113770502661601,2021-07-01 01:20:00,False
0.5816380575447471,2021-07-01 01:30:00,False
0.5888948772420403,2021-07-01 01:40:00,False
0.4635018359133386,2021-07-01 01:50:00,False
0.6674347145824799,2021-07-01 02:00:00,False
0.5844467071643641,2021-07-01 02:10:00,False
0.6854965716726535,2021-07-01 02:20:00,False
0.7875958950401919,2021-07-01 02:30:00,False
0.5168351458226637,2021-07-01 02:40:00,False
0.7078816346141175,2021-07-01 02:50:00,False
0.6558560628717647,2021-07-01 03:00:00,False
0.8502813346485474,2021-07-01 03:10:00,False
0.8088017994208105,2021-07-01 03:20:00,False
0.9703082214676505,2021-07-01 03:30:00,False
,2021-07-01 03:40:00,False
0.771048263873209,2021-07-01 03:50:00,False
0.8033566775770231,2021-07-01 04:00:00,False
0.8915612600058844,2021-07-01 04:10:00,False
-0.022305116937642477,2021-07-01 04:20:00,True
0.876866555052311,2021-07-01 04:30:00,False
0.8631743169122796,2021-07-01 04:40:00,False
0.749072010637888,2021-07-01 04:50:00,False
,2021-07-01 05:00:00,False
1.0881121015571606,2021-07-01 05:10:00,False
0.8606276847978267,2021-07-01 05:20:00,False
0.8814746309216279,2021-07-01 05:30:00,False
1.022014029581996,2021-07-01 05:40:00,False
1.0186321991804244,2021-07-01 05:50:00,False
0.9073110935926882,2021-07-01 06:00:00,False
1.184384633932438,2021-07-01 06:10:00,False
1.2053198178859503,2021-07-01 06:20:00,False
0.928428012983337,2021-07-01 06:30:00,False
0.897121881397683,2021-07-01 06:40:00,False
-0.9669620257829181,2021-07-01 06:50:00,True
1.0701001286874676,2021-07-01 07:00:00,False
1.105712744384522,2021-07-01 07:10:00,False
0.8933730444243145,2021-07-01 07:20:00,False
1.0146264060655998,2021-07-01 07:30:00,False
0.9185573899074782,2021-07-01 07:40:00,False
1.0613545840333236,2021-07-01 07:50:00,False
0.8286422919558574,2021-07-01 08:00:00,False
1.0197305451983183,2021-07-01 08:10:00,False
0.9789987761351588,2021-07-01 08:20:00,False
0.9706427894679361,2021-07-01 08:30:00,False
0.8974889647234975,2021-07-01 08:40:00,False
,2021-07-01 08:50:00,False
0.5666927866596214,2021-07-01 09:00:00,False
0.7557096552026823,2021-07-01 09:10:00,False
0.8326122597741272,2021-07-01 09:20:00,False
0.8766693003122756,2021-07-01 09:30:00,False
0.7046809732821728,2021-07-01 09:40:00,False
0.936020780545871,2021-07-01 09:50:00,False
0.5056322452958326,2021-07-01 10:00:00,True
0.7184913277866929,2021-07-01 10:10:00,False
0.8564697614635832,2021-07-01 10:20:00,False
,2021-07-01 10:30:00,False
0.601575749311022,2021-07-01 10:40:00,False
0.6890391759705743,2021-07-01 10:50:00,False
0.4727873792558767,2021-07-01 11:00:00,False
-0.9353070665452785,2021-07-01 11:10:00,True
0.5882714188564305,2021-07-01 11:20:00,False
0.5520267051088619,2021-07-01 11:30:00,False
0.5150640278695315,2021-07-01 11:40:00,False
0.5095587458374867,2021-07-01 11:50:00,False
,2021-07-01 12:00:00,False
0.3229301702523426,2021-07-01 12:10:00,False
0.3596335067476875,2021-07-01 12:20:00,False
0.3719768620463023,2021-07-01 12:30:00,False
0.3508870969089096,2021-07-01 12:40:00,False
0.3158813333021339,2021-07-01 12:50:00,False
0.15129952285316697,2021-07-01 13:00:00,False
0.15219841264045267,2021-07-01 13:10:00,False
0.17865720913378558,2021-07-01 13:20:00,False
0.12346400445383471,2021-07-01 13:30:00,False
0.15579785796755985,2021-07-01 13:40:00,False
0.1749216912166539,2021-07-01 13:50:00,False
2.4735239097795686e-16,2021-07-01 14:00:00,False
2.455345968614735e-16,2021-07-01 14:10:00,False
2.2222509320840213e-16,2021-07-01 14:20:00,False
2.271595108415798e-16,2021-07-01 14:30:00,False
2.2695776850114017e-16,2021-07-01 14:40:00,False
0.5475658963313159,2021-07-01 14:50:00,True
-0.11603625852371485,2021-07-01 15:00:00,False
-0.13972900313464615,2021-07-01 15:10:00,False
-0.16236836869658847,2021-07-01 15:20:00,False
-0.1368039399453951,2021-07-01 15:30:00,False
-0.14836191795002784,2021-07-01 15:40:00,False
-0.12313907908014254,2021-07-01 15:50:00,False
-0.26036367276335115,2021-07-01 16:00:00,False
-0.25979948937303776,2021-07-01 16:10:00,False
-0.23514819201500303,2021-07-01 16:20:00,False
-0.25442939952405813,2021-07-01 16:30:00,False
-0.20591259184955021,2021-07-01 16:40:00,False
-0.19445222593133288,2021-07-01 16:50:00,False
-0.3267441961553791,2021-07-01 17:00:00,False
-0.28241632913407666,2021-07-01 17:10:00,False
-0.30609638833343583,2021-07-01 17:20:00,False
-0.2863174557905654,2021-07-01 17:30:00,False
-0.2908029046560273,2021-07-01 17:40:00,False
-0.32018621964809363,2021-07-01 17:50:00,False
-0.27592344134953256,2021-07-01 18:00:00,False
