value,timestamp,anomaly
0.6250990513042705,2022-04-24 00:00:00,False
0.5498306516159535,2022-04-24 00:30:00,False
0.6256559063003326,2022-04-24 01:00:00,False
0.5953909213762492,2022-04-24 01:30:00,False
0.5279917645297547,2022-04-24 02:00:00,False
0.6271656224111559,2022-04-24 02:30:00,False
0.627480726603208,2022-04-24 03:00:00,False
0.5319659672002407,2022-04-24 03:30:00,False
0.5358406938287542,2022-04-24 04:00:00,False
0.5603532423869594,2022-04-24 04:30:00,False
0.5970797349591973,2022-04-24 05:00:00,False
0.6040953534499051,2022-04-24 05:30:00,False
0.6031803582798464,2022-04-24 06:00:00,False
0.5214704601282775,2022-04-24 06:30:00,False
0.6385721247692608,2022-04-24 07:00:00,False
0.5773986272845023,2022-04-24 07:30:00,False
0.6585749661963743,2022-04-24 08:00:00,False
0.5857713923349808,2022-04-24 08:30:00,False
0.6718619498795135,2022-04-24 09:00:00,False
,2022-04-24 09:30:00,False
0.617194770088532,2022-04-24 10:00:00,False
0.6196634588713742,2022-04-24 10:30:00,False
0.5320311165180981,2022-04-24 11:00:00,False
0.6529020407966097,2022-04-24 11:30:00,False
0.4922185038839418,2022-04-24 12:00:00,False
0.5937518636852928,2022-04-24 12:30:00,False
0.6509723083935672,2022-04-24 13:00:00,False
0.6546921338492524,2022-04-24 13:30:00,False
,2022-04-24 14:00:00,False
0.4965375996305745,2022-04-24 14:30:00,False
0.8177921895944968,2022-04-24 15:00:00,True
0.616621084287525,2022-04-24 15:30:00,False
0.6367964013989266,2022-04-24 16:00:00,False
0.6685021806387377,2022-04-24 16:30:00,False
0.5438908321753765,2022-04-24 17:00:00,False
0.6127577855610402,2022-04-24 17:30:00,False
0.5270944714430132,2022-04-24 18:00:00,False
0.5727254518381556,2022-04-24 18:30:00,False
0.5992337492268062,2022-04-24 19:00:00,False
0.5940023374118605,2022-04-24 19:30:00,False
0.5942785795205742,2022-04-24 20:00:00,False
0.732773824235396,2022-04-24 20:30:00,False
0.6816798237649188,2022-04-24 21:00:00,False
0.4290639414091293,2022-04-24 21:30:00,False
0.5803651163227902,2022-04-24 22:00:00,False
0.6009434249148803,2022-04-24 22:30:00,False
0.6410948125365683,2022-04-24 23:00:00,False
0.6188528774172216,2022-04-24 23:30:00,False
